"k_H","DH1","DH2","Hill"
128,1.03231250997109,1.02310963925034,1.02413010097282
136,1.03192698928643,1.08050939343908,1.04956296668506
144,1.04195292682554,1.06145303244103,1.03784825538955
152,1.02117025334634,1.01609672987383,1.04628850526062
160,1.02811468924,1.00886107333321,1.04288691623786
168,1.01172721213159,1.04682651105432,1.05142379686029
176,1.04335192724223,1.06881646550694,1.05063853489539
184,1.00008598591753,1.02998673629447,1.05162596427073
192,1.07467418621461,0.9850907078381,1.05752684012027
200,1.05694427432683,1.04966314748507,1.06881797534324
208,1.07852073783555,1.01663078733718,1.0910006652542
216,1.10978631412564,1.06489013065373,1.08611363057526
224,1.08469280223332,1.10056178196018,1.08004946339056
232,1.02869921261943,1.10174380371454,1.08549699771721
240,1.09425359604338,1.02632907477096,1.07659976577374
248,1.04176855252185,1.09298536511043,1.07526464343205
256,1.13419324781306,1.07301972624645,1.06987716384629
264,1.11013296045837,1.02750611001034,1.05373357956468
272,1.092460575849,1.012338282499,1.03635204365642
280,1.08024305886776,1.08623611041024,1.02690915971603
288,1.11813536707606,1.06021193935019,1.03286137796721
296,1.16469593094558,1.0562015208837,1.02041044509306
304,1.11944752668604,1.10131612079676,1.04072685515742
312,1.11121151620005,1.05550047618292,1.04078063355294
320,1.15437986033652,1.0583160891019,1.04562303187808
328,1.12271176109106,1.06142883531461,1.04456416174026
336,1.23013676409468,1.1120554386,1.06312358345315
344,1.13590054971522,1.11908414851669,1.06271813368607
352,1.19687752883209,1.131261481191,1.05168295277542
360,1.18735743356963,1.13839830126283,1.059211150713
368,1.21878080538148,1.14541040443136,1.04982123944728
376,1.19649694765054,1.16454545864498,1.05743065644954
384,1.18837685569322,1.14333153325387,1.06493958531883
392,1.2036017583477,1.12740473819162,1.07754923839266
400,1.1909226469456,1.17610792523987,1.08159568262774
40,0.867993636323166,0.853934134653673,0.815611097769222
48,0.802102658402487,0.971866357153778,0.812560336975906
56,1.04603193836331,0.978647837943808,0.96324642729247
64,1.00781282351414,1.12072497027541,1.05408047397826
72,1.11170139016442,1.109145137407,1.11288767129485
80,1.06477703756298,1.0712058190914,1.0653770295281
88,1.09112764601915,1.13293499937242,1.0653713774187
96,0.939845651615376,1.10196335786792,1.04202458066321
104,1.11446939015995,1.06435979114578,1.1163839975962
112,1.09368932054239,1.17902472400564,1.11567583080585
120,1.08722856437179,1.09813729998776,1.15249299914542
128,1.02611150067744,1.07300818741837,1.12931167631501
136,1.11014184018305,1.13319862751167,1.10732281691023
144,1.11966521462319,1.13498041831582,1.07737311893879
152,1.13756246723472,1.11176735365839,1.09107538800976
160,1.07245081611292,1.15461593622953,1.09367769115734
168,1.10917722833692,1.11400410341295,1.07406517790909
